goal,target,indicator,indicator_description,us_fedstats_available,data_source,agency,url,unsd_proposed_tier,,possible_custodian
10,"Ziel    10.3       Chancengleichheit gewaehrleisten und Ungleichheit der Ergebnisse reduzieren, namentlich durch die Abschaffung diskriminierender Gesetze, Politiken und Praktiken und die Foerderung geeigneter gesetzgeberischer, politischer und sonstiger Massnahmen in dieser Hinsicht",10.3.1,"10.3.1  Anteil der Bevoelkerung, die angibt sich in den vergangenen 12 Monaten persoenlich diskriminiert oder belaestigt gefuehlt zu haben basierend auf einer Diskriminierung, die nach internationalem Menschenrechtsgesetz verboten ist",,,,,,,
10,"Ziel    10.4       Politische Massnahmen beschliessen, insbesondere fiskalische, lohnpolitische und den Sozialschutz betreffende Massnahmen, und schrittweise groessere Gleichheit erzielen",10.4.1,"10.4.1  Lohnanteil am BIP, bestehend aus Arbeitsentgelten und Sozialversicherungsbeitraegen",,,,,,,
10,Ziel    10.5       Die Regulierung und ueberwachung der globalen Finanzmaerkte und -institutionen verbessern und die Anwendung der einschlaegigen Vorschriften verstaerken,10.5.1,"10.5.1  ""Financial Soundness Indicators""",,,,,,,
10,"Ziel    10.6       Eine bessere Vertretung und verstaerkte Mitsprache der Entwicklungslaender bei der Entscheidungsfindung in den globalen internationalen Wirtschafts- und Finanzinstitutionen sicherstellen, um die Wirksamkeit, Glaubwuerdigkeit, Rechenschaftslegung und Legitimation dieser Institutionen zu erhoehen",10.6.1,10.6.1  Anteil der Mitgliedschaft und Stimmrechte von Entwicklungslaendern in internationalen Organisationen,,,,,,,
10,"Ziel    10.7       Eine geordnete, sichere, regulaere und verantwortungsvolle Migration und Mobilitaet von Menschen erleichtern, unter anderem durch die Anwendung einer planvollen und gut gesteuerten Migrationspolitik",10.7.1,10.7.1  Von Beschaeftigten getragene Einstellungskosten als Anteil des Jahreseinkommens des Bestimmungslandes,,,,,,,
10,"Ziel    10.7       Eine geordnete, sichere, regulaere und verantwortungsvolle Migration und Mobilitaet von Menschen erleichtern, unter anderem durch die Anwendung einer planvollen und gut gesteuerten Migrationspolitik",10.7.2,10.7.2  Anzahl der Staaten mit gut umgesetzter Migrationspolitik,,,,,,,
10,"Ziel    10.a       Den Grundsatz der besonderen und differenzierten Behandlung der Entwicklungslaender, insbesondere der am wenigsten entwickelten Laender, im Einklang mit den uebereinkuenften der Welthandelsorganisation anwenden",10.a.1,10.a.1  Anteil der Zolltarife auf Einfuhren aus den am wenigsten entwickelten Laendern sowie Entwicklungslaender mit Zollfreiheit,,,,,,,
10,"Ziel    10.b       oeffentliche Entwicklungshilfe und Finanzstroeme einschliesslich auslaendischer Direktinvestitionen in die Staaten foerdern, in denen der Bedarf am groessten ist, insbesondere in die am wenigsten entwickelten Laender, die afrikanischen Laender, die kleinen Inselentwicklungslaender und die Binnenentwicklungslaender, im Einklang mit ihren jeweiligen nationalen Plaenen und Programmen",10.b.1,"10.b.1  Gesamte Geldstroeme fuer Entwicklung, nach Nehmer- und Geberlaendern und Art des Zahlungsstroms (z. B. oeffentliche Entwicklungsausgaben, auslaendische Direktinvestitionen und sonstige Geldstroeme)",,,,,,,
10,Ziel    10.c       Bis 2030 die Transaktionskosten fuer Heimatueberweisungen von Migranten auf weniger als 3 Prozent senken und ueberweisungskorridore mit Kosten von ueber 5 Prozent beseitigen,10.c.1,10.c.1  Rueckueberweisungskostenÿals Anteil am ueberweisungsbetrages,,,,,,,
11,"Ziel    11.1       Bis 2030 den Zugang zu angemessenem, sicherem und bezahlbarem Wohnraum und zur Grundversorgung fuer alle sicherstellen und Slums sanieren",11.1.1,"11.1.1  Anteil der urbanen Bevoelkerung, die in Slums, informellen Siedlungen oder unangemessenen Unterkuenften lebt",,,,,,,
11,"Ziel    11.2       Bis 2030 den Zugang zu sicheren, bezahlbaren, zugaenglichen und nachhaltigen Verkehrssystemen fuer alle ermoeglichen und die Sicherheit im Strassenverkehr verbessern, insbesondere durch den Ausbau des oeffentlichen Verkehrs, mit besonderem Augenmerk auf den Beduerfnissen von Menschen in prekaeren Situationen, Frauen, Kindern, Menschen mit Behinderungen und aelteren Menschen",11.2.1,"11.2.1  Anteil der Bevoelkerung mit einem geeigneten Zugang zu oeffentlichen Verkehrsmitteln, nach Geschlecht, Alter und Personen mit Behinderungen",,,,,,,
11,"Ziel    11.3       Bis 2030 die Verstaedterung inklusiver und nachhaltiger gestalten und die Kapazitaeten fuer eine partizipatorische, integrierte und nachhaltige Siedlungsplanung und -steuerung in allen Laendern verstaerken",11.3.1,11.3.1  Verhaeltnis der Flaechennutzungs- zur Bevoelkerungswachstumsrate,,,,,,,
11,"Ziel    11.3       Bis 2030 die Verstaedterung inklusiver und nachhaltiger gestalten und die Kapazitaeten fuer eine partizipatorische, integrierte und nachhaltige Siedlungsplanung und -steuerung in allen Laendern verstaerken",11.3.2,"11.3.2  Anteil der Staedte mit direkten Beteiligungsmoeglichkeiten der Zivilgesellschaft bei der urbanen Raumplanung und -management, die regelmaessig und demokratisch sind",,,,,,,
11,"Ziel    11.4       Die Anstrengungen zum Schutz und zur Wahrung des Weltkultur- und -naturerbes
verstaerken",11.4.1,"11.4.1  Gesamte Ausgaben (oeffentlich und privat) pro Kopf fuer die Bewahrung, den Schutz und die Erhaltung des Kultur- und Naturerbes, nach der Art des Erbes (Kultur, Natur, gemischt und Weltkulturerbe-Bestimmung), Regierungsebene (national, regional und lokal/kommunal), Art der Ausgabe (Betriebsausgabe/Investition) und Art der privaten Finanzierung (Sachspenden, privater Non-Profit-Sektor und Sponsoring)",,,,,,,
11,"Ziel    11.5       Bis 2030 die Zahl der durch Katastrophen, einschliesslich Wasserkatastrophen, bedingten Todesfaelle und der davon betroffenen Menschen deutlich reduzieren und die dadurch verursachten unmittelbaren wirtschaftlichen Verluste im Verhaeltnis zum globalen Bruttoinlandsprodukt wesentlich verringern, mit Schwerpunkt auf dem Schutz der Armen und von Menschen in prekaeren Situationen",11.5.1,"11.5.1  Anzahl der Todesfaelle, vermissten Personen und direkt von Katastrophen betroffenen Personen pro 100.000 Einwohner",,,,,,,
11,"Ziel    11.5       Bis 2030 die Zahl der durch Katastrophen, einschliesslich Wasserkatastrophen, bedingten Todesfaelle und der davon betroffenen Menschen deutlich reduzieren und die dadurch verursachten unmittelbaren wirtschaftlichen Verluste im Verhaeltnis zum globalen Bruttoinlandsprodukt wesentlich verringern, mit Schwerpunkt auf dem Schutz der Armen und von Menschen in prekaeren Situationen",11.5.2,"11.5.2  Unmittelbarer wirtschaftlicher Schaden im Verhaeltnis zum BIP, Beschaedigung kritischer Infrastruktur und Anzahl der Unterbrechungen von Grundversorgungsleistungen, verursacht durch Katastrophen",,,,,,,
11,"Ziel    11.6       Bis 2030 die von den Staedten ausgehende Umweltbelastung pro Kopf senken, unter anderem mit besonderer Aufmerksamkeit auf der Luftqualitaet und der kommunalen und sonstigen Abfallbehandlung",11.6.1,"11.6.1  Anteil des urbanen festen Abfalls, der regelmaessig gesammelt und angemessen entsorgt wird am gesamten angefallenen urbanen festen Abfall, nach Staedten",,,,,,,
11,"Ziel    11.6       Bis 2030 die von den Staedten ausgehende Umweltbelastung pro Kopf senken, unter anderem mit besonderer Aufmerksamkeit auf der Luftqualitaet und der kommunalen und sonstigen Abfallbehandlung",11.6.2,"11.6.2  Durchschnittliche Jaehrliche Feinstaubbelastung (z. B. PM2,5 und PM10) in Staedten (bevoelkerungsgewichtet)",,,,,,,
11,"Ziel    11.7       Bis 2030 den allgemeinen Zugang zu sicheren, inklusiven und zugaenglichen Gruenflaechen und oeffentlichen Raeumen gewaehrleisten, insbesondere fuer Frauen und Kinder, aeltere Menschen und Menschen mit Behinderungen",11.7.1,"11.7.1  Durchschnittlicher Anteil der bebauten Flaeche in Staedten, der der oeffentlichkeit frei zugaenglich ist, nach Geschlecht, Alter und Personen mit Behinderungen",,,,,,,
11,"Ziel    11.7       Bis 2030 den allgemeinen Zugang zu sicheren, inklusiven und zugaenglichen Gruenflaechen und oeffentlichen Raeumen gewaehrleisten, insbesondere fuer Frauen und Kinder, aeltere Menschen und Menschen mit Behinderungen",11.7.2,"11.7.2  Anteil der Personen, die in den vergangenen 12 Monaten Opfer koerperlicher oder sexueller Belaestigung wurden, nach Geschlecht, Alter, Behinderungsstatus und Ort des Geschehens",,,,,,,
11,"Ziel    11.a       Durch eine verstaerkte nationale und regionale Entwicklungsplanung positive wirtschaftliche, soziale und oekologische Verbindungen zwischen staedtischen, stadtnahen und laendlichen Gebieten unterstuetzen",11.a.1,"11.a.1  Anteil der in Staedten lebenden Bevoelkerung, in denen urbane und regionale Entwicklungsplaene implementiert werden, die Bevoelkerungsprognosen und den Ressourcenbedarf einbeziehen, nach Groesse der Stadt",,,,,,,
11,"Ziel    11.b       Bis 2020 die Zahl der Staedte und Siedlungen, die integrierte Politiken und Plaene zur Foerderung der Inklusion, der Ressourceneffizienz, der Abschwaechung des Klimawandels, der Klimaanpassung und der Widerstandsfaehigkeit gegenueber Katastrophen beschliessen und umsetzen, wesentlich erhoehen und gemaess dem Sendai-Rahmen fuer Katastrophenvorsorge 2015-2030 ein ganzheitliches Katastrophenrisikomanagement auf allen Ebenen entwickeln und umsetzen",11.b.1,"11.b.1  Anzahl der Staaten, die nationale Strategien zum Katastrophenschutz in Einklang mit dem Sendai-Rahmenwerk zur Katastrophenvorsorge 2015-2030 verabschiedet und implementiert haben",,,,,,,
11,"Ziel    11.b       Bis 2020 die Zahl der Staedte und Siedlungen, die integrierte Politiken und Plaene zur Foerderung der Inklusion, der Ressourceneffizienz, der Abschwaechung des Klimawandels, der Klimaanpassung und der Widerstandsfaehigkeit gegenueber Katastrophen beschliessen und umsetzen, wesentlich erhoehen und gemaess dem Sendai-Rahmen fuer Katastrophenvorsorge 2015-2030 ein ganzheitliches Katastrophenrisikomanagement auf allen Ebenen entwickeln und umsetzen",11.b.2,"11.b.2  Anteil der lokalen Regierungen, die lokale Strategien zum Katastrophenschutz in Einklang mit den nationalen Strategien zum Katastrophenschutz verabschiedet und implementiert haben",,,,,,,
11,Ziel    11.c       Die am wenigsten entwickelten Laender unter anderem durch finanzielle und technische Hilfe beim Bau nachhaltiger und widerstandsfaehiger Gebaeude unter Nutzung einheimischer Materialien unterstuetzen,11.c.1,"11.c.1  Anteil der finanziellen Unterstuetzung an am wenigsten entwickelte Laender fuer den Bau und Umbau von nachhaltigen, resilienten und ressourceneffizienten Gebaeuden unter Verwendung von lokalen Materialien",,,,,,,
12,"Ziel    12.1       Den Zehnjahres-Programmrahmen fuer nachhaltige Konsum- und Produktionsmuster umsetzen, wobei alle Laender, an der Spitze die entwickelten Laender, Massnahmen ergreifen, unter Beruecksichtigung des Entwicklungsstands und der Kapazitaeten der Entwicklungslaender",12.1.1,12.1.1  Anzahl der Staaten mit nationalen Aktionsplaenen fuer nachhaltigen Konsum und Produktion oder der Beruecksichtigung als Prioritaet oder Ziel in nationalen Politiken,,,,,,,
12,Ziel    12.2       Bis 2030 die nachhaltige Bewirtschaftung und effiziente Nutzung der natuerlichen Ressourcen erreichen,12.2.1,"12.2.1  Rohstoff-Fussabdruck, Rohstoff-Fussabdruck pro Kopf und Rohstoff-Fussabdruck pro BIP",,,,,,,
12,Ziel    12.2       Bis 2030 die nachhaltige Bewirtschaftung und effiziente Nutzung der natuerlichen Ressourcen erreichen,12.2.2,"12.2.2  Inlaendischer Materialverbrauch, inlaendischer Materialverbrauch pro Kopf und inlaendischer Materialverbrauch pro BIP",,,,,,,
12,Ziel    12.3       Bis 2030 die weltweite Nahrungsmittelverschwendung pro Kopf auf Einzelhandels und Verbraucherebene halbieren und die entlang der Produktions- und Lieferkette entstehenden Nahrungsmittelverluste einschliesslich Nachernteverlusten verringern,12.3.1,12.3.1  Index zu globalen Nahrungsmittelverlusten,,,,,,,
12,"Ziel    12.4       Bis 2020 einen umweltvertraeglichen Umgang mit Chemikalien und allen Abfaellen waehrend ihres gesamten Lebenszyklus in uebereinstimmung mit den vereinbarten internationalen Rahmenregelungen erreichen und ihre Freisetzung in Luft, Wasser und Boden erheblich verringern, um ihre nachteiligen Auswirkungen auf die menschliche Gesundheit und die Umwelt auf ein Mindestmass zu beschraenken",12.4.1,"12.4.1  Anzahl der Parteien internationaler Umweltabkommen ueber gefaehrliche Abfaelle und andere Chemikalien, die ihren Zusagen und Verpflichtungen nachkommen, indem sie Informationen - wie nach dem betreffenden uebereinkommen gefordert - uebermitteln",,,,,,,
12,"Ziel    12.4       Bis 2020 einen umweltvertraeglichen Umgang mit Chemikalien und allen Abfaellen waehrend ihres gesamten Lebenszyklus in uebereinstimmung mit den vereinbarten internationalen Rahmenregelungen erreichen und ihre Freisetzung in Luft, Wasser und Boden erheblich verringern, um ihre nachteiligen Auswirkungen auf die menschliche Gesundheit und die Umwelt auf ein Mindestmass zu beschraenken",12.4.2,"12.4.2  Angefallener gefaehrlicher Abfall pro Kopf und Anteil des behandelten gefaehrlichen Abfalls, nach Art der Behandlung",,,,,,,
12,"Ziel    12.5       Bis 2030 das Abfallaufkommen durch Vermeidung, Verminderung, Wiederverwertung und Wiederverwendung deutlich verringern",12.5.1,"12.5.1  Nationale Recyclingquote, Tonnen an recyceltem Material",,,,,,,
12,"Ziel    12.6       Die Unternehmen, insbesondere grosse und transnationale Unternehmen, dazu ermutigen, nachhaltige Verfahren einzufuehren und in ihre Berichterstattung Nachhaltigkeitsinformationen aufzunehmen",12.6.1,"12.6.1  Anzahl der Unternehmen, die Nachhaltigkeitsberichte veroeffentlichen",,,,,,,
12,"Ziel    12.7       In der oeffentlichen Beschaffung nachhaltige Verfahren foerdern, im Einklang mit den nationalen Politiken und Prioritaeten",12.7.1,"12.7.1  Anzahl der Staaten, die nachhaltige oeffentliche Beschaffung in ihren Politiken und Aktionsplaenen implementieren",,,,,,,
12,"Ziel    12.8       Bis 2030 sicherstellen, dass die Menschen ueberall ueber einschlaegige Informationen
und das Bewusstsein fuer nachhaltige Entwicklung und eine Lebensweise in Harmonie mit
der Natur verfuegen",12.8.1,"12.8.1  Ausmass, in dem (i) ""Global Citizenship Education"" und (ii) Bildung fuer nachhaltige Entwicklung (einschliesslich Bildung zu Klimawandel) in (a) der nationalen Bildungspolitik; (b) Lehrplaenen; (c) Ausbildung von Lehrkraeften; und (d) Schulleistungsbewertungen beruecksichtigt werden",,,,,,,
12,Ziel    12.a       Die Entwicklungslaender bei der Staerkung ihrer wissenschaftlichen und technologischen Kapazitaeten im Hinblick auf den uebergang zu nachhaltigeren Konsum- und Produktionsmustern unterstuetzen,12.a.1,12.a.1  Betrag der Unterstuetzung der Entwicklungslaender fuer Forschung und Entwicklung bezueglich nachhaltigem Konsum und Produktion sowie umweltfreundlicher Technologien,,,,,,,
12,"Ziel    12.b       Instrumente zur Beobachtung der Auswirkungen eines nachhaltigen Tourismus, der Arbeitsplaetze schafft und die lokale Kultur und lokale Produkte foerdert, auf die nachhaltige Entwicklung entwickeln und anwenden",12.b.1,12ÿ.b.1  Anzahl der nachhaltigen Tourismusstrategien oder -politiken und implementierten Aktionsplaene mit abgestimmten Monitoring- und Bewertungsinstrumenten,,,,,,,
12,"Ziel    12.c       Die ineffiziente Subventionierung fossiler Brennstoffe, die zu verschwenderischem Verbrauch verleitet, durch Beseitigung von Marktverzerrungen entsprechend den nationalen Gegebenheiten rationalisieren, unter anderem durch eine Umstrukturierung der Besteuerung und die allmaehliche Abschaffung dieser schaedlichen Subventionen, um ihren Umweltauswirkungen Rechnung zu tragen, wobei die besonderen Beduerfnisse und Gegebenheiten der Entwicklungslaender in vollem Umfang beruecksichtigt und die moeglichen nachteiligen Auswirkungen auf ihre Entwicklung in einer die Armen und die betroffenen Gemeinwesen schuetzenden Weise so gering wie moeglich gehalten werden",12.c.1,12.c.1  Betrag an Subventionen fuer fossile Energietraeger pro BIP-Einheit (Produktion und Konsum) und als Anteil an den gesamten nationalen Ausgaben fuer fossile Energietraeger,,,,,,,
13,Ziel    13.1       Die Widerstandskraft und die Anpassungsfaehigkeit gegenueber klimabedingten Gefahren und Naturkatastrophen in allen Laendern staerken,13.1.1,"13.1.1  Anzahl der Todesfaelle, vermissten Personen und direkt von Katastrophen betroffenen Personen pro 100.000 Einwohner",,,,,,,
13,Ziel    13.1       Die Widerstandskraft und die Anpassungsfaehigkeit gegenueber klimabedingten Gefahren und Naturkatastrophen in allen Laendern staerken,13.1.2,"13.1.2  Anzahl der Staaten, die nationale Strategien zum Katastrophenschutz in Einklang mit dem Sendai-Rahmenwerk zur Katastrophenvorsorge 2015-2030 verabschiedet und implementiert haben",,,,,,,
13,Ziel    13.1       Die Widerstandskraft und die Anpassungsfaehigkeit gegenueber klimabedingten Gefahren und Naturkatastrophen in allen Laendern staerken,13.1.3,"13.1.3  Anteil der lokalen Regierungen, die lokale Strategien zum Katastrophenschutz in Einklang mit den nationalen Strategien zum Katastrophenschutz verabschiedet und implementiert haben",,,,,,,
13,"Ziel    13.2       Klimaschutzmassnahmen in die nationalen Politiken, Strategien und Planungen einbeziehen",13.2.1,"13.2.1  Anzahl der Staaten, die die Errichtung oder Umsetzung einer integrierten Politik/Strategie/Plan kommuniziert haben, welche/r die Faehigkeit zur Anpassung an die negativen Auswirkungen des Klimawandels erhoeht und die Widerstandsfaehigkeit gegenueber Klimaaenderungen foerdert und die Treibhausgasemissionen in einer Art und Weise verringert, dass die Nahrungsmittelproduktion nicht gefaehrdet wird (einschliesslich eines nationalen Anpassungsplans, national festgelegter Beitraege, nationaler Kommunikation, zweijaehriger Update-Berichte und sonstige)",,,,,,,
13,"Ziel    13.3       Die Aufklaerung und Sensibilisierung sowie die personellen und institutionellen Kapazitaeten im Bereich der Abschwaechung des Klimawandels, der Klimaanpassung, der Reduzierung der Klimaauswirkungen sowie der Fruehwarnung verbessern",13.3.1,"13.3.1  Anzahl der Staaten, die Minderung, Anpassung, Reduzierung der Auswirkungen und Fruehwarnsysteme in den primaeren, sekundaeren und tertiaeren Lehrplaenen integriert haben",,,,,,,
13,"Ziel    13.3       Die Aufklaerung und Sensibilisierung sowie die personellen und institutionellen Kapazitaeten im Bereich der Abschwaechung des Klimawandels, der Klimaanpassung, der Reduzierung der Klimaauswirkungen sowie der Fruehwarnung verbessern",13.3.2,"13.3.2  Anzahl der Staaten, die den institutionellen, systemischen und individuellen Aufbau von Kapazitaeten kommuniziert haben, um Anpassung, Minderung, Technologietransfer und Entwicklungsmassnahmen zu implementieren",,,,,,,
13,"Ziel    13.a       Die Verpflichtung erfuellen, die von den Vertragsparteien des Rahmenuebereinkommens der Vereinten Nationen ueber Klimaaenderungen, die entwickelte Laender sind, uebernommen wurde, bis 2020 gemeinsam jaehrlich 100 Milliarden Dollar aus allen Quellen aufzubringen, um den Beduerfnissen der Entwicklungslaender im Kontext sinnvoller Klimaschutzmassnahmen und einer transparenten Umsetzung zu entsprechen, und den Gruenen Klimafonds vollstaendig zu operationalisieren, indem er schnellstmoeglich mit den erforderlichen Finanzmitteln ausgestattet wird",13.a.1,"13.a.1  Anrechenbarer mobilisierter Betrag in US Dollar pro Jahr, beginnend ab 2020, im Hinblick auf die 100 Mrd. US Dollar-Zusage",,,,,,,
13,"Ziel    13.b       Mechanismen zum Ausbau effektiver Planungs- und Managementkapazitaeten im Bereich des Klimawandels in den am wenigsten entwickelten Laendern und kleinen Inselentwicklungslaendern foerdern, unter anderem mit gezielter Ausrichtung auf Frauen, junge Menschen sowie lokale und marginalisierte Gemeinwesen",13.b.1,"13.b.1  Anzahl der am wenigsten entwickelten Laender und kleinen Inselstaaten, die spezielle Unterstuetzung, einschliesslich Finanzierung, Technologien und Kapazitaetsausbau fuer Mechanismen zur Erweiterung der Kapazitaeten fuer eine effektive Planung und Management bezueglich des Klimawandels erhalten, einschliesslich Fokus aus Frauen, die Jugendliche sowie lokale und marginalisierte Gemeinschaften",,,,,,,
14,"Ziel    14.1       Bis 2025 alle Arten der Meeresverschmutzung, insbesondere durch vom Lande ausgehende Taetigkeiten und namentlich Meeresmuell und Naehrstoffbelastung, verhueten und erheblich verringern",14.1.1,14.1.1  Kuesteneutrophierungsindex und Konzentration schwimmenden Plastikmuells,,,,,,,
14,"Ziel    14.2       Bis 2020 die Meeres- und Kuestenoekosysteme nachhaltig bewirtschaften und schuetzen, um unter anderem durch Staerkung ihrer Resilienz erhebliche nachteilige Auswirkungen zu vermeiden, und Massnahmen zu ihrer Wiederherstellung ergreifen, damit die Meere wieder gesund und produktiv werden",14.2.1,"14.2.1  Anteil der nationalen ausschliesslichen Wirtschaftszonen, die mit oekosystembasierten Ansaetzen verwaltet werden",,,,,,,
14,"Ziel    14.3       Die Versauerung der Ozeane auf ein Mindestmass reduzieren und ihre Auswirkungen bekaempfen, unter anderem durch eine verstaerkte wissenschaftliche Zusammenarbeit auf allen Ebenen",14.3.1,14.3.1  Durchschnittliche Versauerung der Meereÿ(pH) gemessen an einer abgestimmten Reihe von repraesentativen Probeentnahmestationen,,,,,,,
14,"Ziel    14.4       Bis 2020 die Fangtaetigkeit wirksam regeln und die ueberfischung, die illegale, ungemeldete
und unregulierte Fischerei und zerstoererische Fangpraktiken beenden und wissenschaftlich
fundierte Bewirtschaftungsplaene umsetzen, um die Fischbestaende in kuerzestmoeglicher Zeit mindestens auf einen Stand zurueckzufuehren, der den hoechstmoeglichen Dauerertrag unter Beruecksichtigung ihrer biologischen Merkmale sichert",14.4.1,14.4.1  Anteil der Fischbestaende innerhalb des biologisch nachhaltigen Niveaus,,,,,,,
14,Ziel    14.5       Bis 2020 mindestens 10 Prozent der Kuesten- und Meeresgebiete im Einklang mit dem nationalen Recht und dem Voelkerrecht und auf der Grundlage der besten verfuegbaren wissenschaftlichen Informationen erhalten,14.5.1,14.5.1  Schutzgebietsabdeckung in Bezug auf Meeresgebiete,,,,,,,
14,"Ziel    14.6       Bis 2020 bestimmte Formen der Fischereisubventionen untersagen, die zu ueberkapazitaeten und ueberfischung beitragen, Subventionen abschaffen, die zu illegaler, ungemeldeter und unregulierter Fischerei beitragen, und keine neuen derartigen Subventionen einfuehren, in Anerkennung dessen, dass eine geeignete und wirksame besondere und differenzierte Behandlung der Entwicklungslaender und der am wenigsten entwickelten Laender einen untrennbaren Bestandteil der im Rahmen der Welthandelsorganisation gefuehrten Verhandlungen ueber Fischereisubventionen bilden sollte",14.6.1,"14.6.1  Fortschritt der Staaten hinsichtlich des Standes der Implementierung internationaler Instrumente mit dem Ziel zur Bekaempfung illegaler, nicht gemeldeter und ungeregelter Fischerei",,,,,,,
14,"Ziel    14.7       Bis 2030 die sich aus der nachhaltigen Nutzung der Meeresressourcen ergebenden
wirtschaftlichen Vorteile fuer die kleinen Inselentwicklungslaender und die am wenigsten
entwickelten Laender erhoehen, namentlich durch nachhaltiges Management der Fischerei, der Aquakultur und des Tourismus",14.7.1,"14.7.1  Nachhaltige Fischerei als Anteil am BIP in kleinen Inselstaaten, am wenigsten entwickelten Laendern sowie allen Staaten",,,,,,,
14,"Ziel    14.a       Die wissenschaftlichen Kenntnisse vertiefen, die Forschungskapazitaeten ausbauen und Meerestechnologien weitergeben, unter Beruecksichtigung der Kriterien und Leitlinien der Zwischenstaatlichen Ozeanographischen Kommission fuer die Weitergabe von Meerestechnologie, um die Gesundheit der Ozeane zu verbessern und den Beitrag der biologischen Vielfalt der Meere zur Entwicklung der Entwicklungslaender, insbesondere der kleinen Inselentwicklungslaender und der am wenigsten entwickelten Laender, zu verstaerken",14.a.1,14.a.1  Anteil des gesamten Forschungsbudgets fuer Forschung im Bereich Meerestechnik,,,,,,,
14,"Ziel    14.b       Den Zugang der handwerklichen Kleinfischer zu den Meeresressourcen und Maerkten 
gewaehrleisten",14.b.1,"14.b.1  Fortschritt der Staaten hinsichtlich der Anwendung von gesetzlichen/ regulatorischen/ politischen/ institutionellen Rahmenwerken, die Zugangsrechte kleiner Fischereien anerkennen und schuetzen",,,,,,,
14,"Ziel    14.c       Die Erhaltung und nachhaltige Nutzung der Ozeane und ihrer Ressourcen verbessern und zu diesem Zweck das Voelkerrecht umsetzen, wie es im Seerechtsuebereinkommen der Vereinten Nationen niedergelegt ist, das den rechtlichen Rahmen fuer die Erhaltung und nachhaltige Nutzung der Ozeane und ihrer Ressourcen vorgibt, worauf in Ziffer 158 des Dokuments ?Die Zukunft, die wir wollen? hingewiesen wird",14.c.1,"14.c.1  Anzahl der Staaten, die Fortschritte bei der Umsetzung internationalen Rechts zum Schutz und zur nachhaltigen Nutzung der Ozeane und ihrer Ressourcen machen, wie in der Seerechtskonvention der Vereinten Nationen wiedergespiegelt, indem sie rechtliche, politische und institutionelle Rahmenwerke und Instrumente ratifizieren, akzeptieren und implementieren",,,,,,,
15,"Ziel    15.1       Bis 2020 im Einklang mit den Verpflichtungen aus internationalen uebereinkuenften die Erhaltung, Wiederherstellung und nachhaltige Nutzung der Land- und Binnensuesswasser- oekosysteme und ihrer Dienstleistungen, insbesondere der Waelder, der Feuchtgebiete, der Berge und der Trockengebiete, gewaehrleisten",15.1.1,15.1.1  Waldflaeche als Anteil an der gesamten Landflaeche,,,,,,,
15,"Ziel    15.1       Bis 2020 im Einklang mit den Verpflichtungen aus internationalen uebereinkuenften die Erhaltung, Wiederherstellung und nachhaltige Nutzung der Land- und Binnensuesswasser- oekosysteme und ihrer Dienstleistungen, insbesondere der Waelder, der Feuchtgebiete, der Berge und der Trockengebiete, gewaehrleisten",15.1.2,"15.1.2  Anteil der fuer Biodiversitaet wichtigen Land- und Suesswasseroekosysteme, die geschuetzt sind, nach oekosystemtyp",,,,,,,
15,"Ziel    15.2       Bis 2020 die nachhaltige Bewirtschaftung aller Waldarten foerdern, die Entwaldung beenden, geschaedigte Waelder wiederherstellen und die Aufforstung und Wiederaufforstung weltweit betraechtlich erhoehen",15.2.1,15.2.1  Fortschritt in Bezug auf nachhaltige Waldbewirtschaftung,,,,,,,
15,"Ziel    15.3       Bis 2030 die Wuestenbildung bekaempfen, die geschaedigten Flaechen und Boeden einschliesslich der von Wuestenbildung, Duerre und ueberschwemmungen betroffenen Flaechen sanieren und eine Welt anstreben, in der die Landveroedung neutralisiert wird",15.3.1,15.3.1  Anteil des von Bodendegradation betroffenen Landes an der gesamten Landflaeche,,,,,,,
15,"Ziel    15.4       Bis 2030 die Erhaltung der Bergoekosysteme einschliesslich ihrer biologischen Vielfalt sicherstellen, um ihre Faehigkeit zur Erbringung wesentlichen Nutzens fuer die nachhaltige Entwicklung zu staerken",15.4.1,15.4.1  Schutzgebietsabdeckung der fuer Biodiversitaet in Gebirgen wichtigen Gegenden,,,,,,,
15,"Ziel    15.4       Bis 2030 die Erhaltung der Bergoekosysteme einschliesslich ihrer biologischen Vielfalt sicherstellen, um ihre Faehigkeit zur Erbringung wesentlichen Nutzens fuer die nachhaltige Entwicklung zu staerken",15.4.2,"15.4.2  ""Mountain Green Cover"" Index",,,,,,,
15,"Ziel    15.5       Umgehende und bedeutende Massnahmen ergreifen, um die Verschlechterung der natuerlichen Lebensraeume zu verringern, dem Verlust der biologischen Vielfalt ein Ende zu setzen und bis 2020 die bedrohten Arten zu schuetzen und ihr Aussterben zu verhindern",15.5.1,15.5.1  Rote Liste Index,,,,,,,
15,"Ziel    15.6       Die ausgewogene und gerechte Aufteilung der sich aus der Nutzung der genetischen Ressourcen ergebenden Vorteile und den angemessenen Zugang zu diesen Ressourcen foerdern, wie auf internationaler Ebene vereinbart",15.6.1,"15.6.1   Anzahl der Staaten, die gesetzliche, administrative und politische Rahmenbedingungen geschaffen haben, um einen gerechten Vorteilsausgleich zu gewaehrleisten",,,,,,,
